Sakoen,Pronunciation,Part of speech,English
sodbalaz,/sodbaʎaθ/ [sodbaʎas],v.,receive; accept; earn; gain; get; gather; huddle
sodedrar,/sodedɾaɾ/ [sodedɯaɾ],adj.,national
soeg,/soeɣ/,nan.,goose
soesh,/soeʃ/,adj.,natural
söik,/soik/ [siːk],adj.,personal
sojelgozim,/soɟeʎɣoθim/,adj.,legal
sojerkso,/soɟeɾkso/,nin.,suit; costume; uniform
sojim,/soɟim/,adj.,political
sojivhimed,/soɟiɸimed/,adj.,economic
sojo,/soɟo/,adj.,cultural
soliiseka,/soʎiɟseka/,adj.,academic
solre,/soʎɾe/ [soʎɯe],v.,peel
som,/som/,v.,scream
sondöis,/sondois/ [sondiːs],nin.,pearl
songi,/sonɣi/,nin.,dew
soosh,/sooʃ/ [soːʃ],interj.,well
sorju,/soɾɟu/,nin.,riot
sorus,/soɾus/,prep.,including
sos,/sos/,adv.,often
sosasib,/sosasib/,adj.,oral
soslisham,/sosʎiʃam/,v.,possess
sot,/sot/,v.,feed
sotanib,/sotanib/,adj.,medical
sotusar,/sotusaɾ/,adj.,religious
sovevho,/soveɸo/,adj.,logical
sovhjit,/soɸɟit/,adj.,infinite
soz,/soθ/ [sos],v.,nag
sozeso,/soθeso/,adj.,technological
su,/su/,v.,keep (not return)
subungal,/subunɣaʎ/,nin.,massacre; genocide
sudagoz,/sudaɣoθ/ [sudaɣos],nin.,sauce
sudzar,/sudθaɾ/,nin.,bruise
sugaro,/suɣaɾo/,nan.,deputy
sugi,/suɣi/,v.,defend; protect
sugian,/suɣian/,nin.,defense
sugoi,/suɣoɟ/,nin.,egg
suirip,/suiɾip/,nin.,corn
suita,/suɟta/,nin.,maze
sukso,/sukso/,v.,earn
sul,/suʎ/,nin.,cup; mug
sumitom,/sumitom/,adj.,parallel
sunakse,/sunakse/,nin.,thumb
sunbo,/sunbo/,nan.,lamb
suroi / ulöih,/suɾoɟ / uʎöih/ [suɾoɟ / uʎöi],pron.,theirs
surov,/suɾov/,nin.,compassion; empathy
susbit,/susbit/,v.,penetrate
susheesh,/suʃeeʃ/,nin.,bowl
sut,/sut/,v.,lay; deposit
sutso,/sutso/,adj.,practical; pragmatic
suvas,/suvas/,nin.,response
suvasa,/suvasa/,v.,respond
suvhuv,/suɸuv/,nin.,bead
suvon,/suvon/,v.,tell; declare
suz,/suθ/ [sus],nin.,stool (seat)
suzos,/suθos/,nin.,pillar
ta,/ta/,v.,help; assist; relieve
ta,/ta/,nin.,help
taanvei,/taanveɟ/ [taːnveɟ],v.,relax
tab,/tab/,v.,implement
tabservhab,/tabseɾɸab/,adv.,again
tabshal,/tabʃaʎ/,v.,growl
tac'um,/taʧum/,nan.,clown
tad,/tad/,v.,desire; crave
tagu,/taɣu/,adj.,brief
tai,/tai/,part.,undefined
tajir,/taɟiɾ/,v.,go
taksedui,/takseduɟ/,nin.,information; data
tamah,/tamah/ [tama],nan.,owl
tamniruv,/tamniɾuv/,nan.,eagle
tamvhin,/tamɸin/,nin.,space (empty area); room (space)
tamvhinem,/tamɸinem/,nin.,gap
tanib,/tanib/,nin.,medicine
tapu,/tapu/,nin.,filter
tar,/taɾ/,det.,much
tarias,/taɾias/,nin.,stage
tarogel,/taɾoɣeʎ/,adj.,relevant
tarun,/taɾun/,v.,retreat
tarunod,/taɾunod/,nin.,title
tauz,/tauθ/ [taus],v.,increase; expand; extend; boost; stretch
tavhib,/taɸib/,nin.,gold
tavhibo,/taɸibo/,adj.,golden
tavhotav,/taɸotav/,nin.,niche
taz,/taθ/ [tas],num.,six
te,/te/,adv.,still
teadbe,/teadbe/,nan.,servant; waiter; maid
teb,/teb/,nin.,rate
teba,/teba/,v.,rate
teepim,/teepim/,nin.,felony
tegejin,/teɣeɟin/,nin.,wage; salary
teiksushoi,/teɟksuʃoɟ/,nin.,strawberry
teko,/teko/,nin.,vine
teksaez,/teksaeθ/ [teksaes],conj.,if; whether
teksewii,/teksewiɟ/,nin.,sign; signal; symptom; alarm
tekso,/tekso/,v.,vindicate
tel,/teʎ/,nin.,sermon
telebub,/teʎebub/,nin.,column
telëiz,/teʎeiθ/ [teʎeis],v.,wink
telvhac'or,/teʎɸaʧoɾ/,v.,avert; divert
tem,/tem/,adj.,stubborn
temtulun,/temtuʎun/,v.,scramble
temur,/temuɾ/,v.,leave (let remain); let
tendez,/tendeθ/ [tendes],nin.,coffee
tendez ksujavhos,/tendeθ ksuɟaɸos/ [tendes ksuɟaɸos],nin.,cafe
ter,/teɾ/,prep.,upon
tesveub,/tesveub/,v.,try (test out); test
tetsedi,/tetsedi/,nin.,dawn
teuvhsal,/teuɸsaʎ/,adj.,due
ti,/ti/,nan.,guy
tiavka,/tiavka/,nin.,heart; life (soul)
tiavka vhib,/tiavka ɸib/,nin.,semen
tib,/tib/,nin.,shoe
tibagbus,/tibaɣbus/,nin.,armor
tibror,/tibɾoɾ/ [tibɯoɾ],nin.,disk
tie,/tie/,part.,time adverb marker: {adv} + part
tii,/tiɟ/,v.,work (function); operate
til,/tiʎ/,nin.,disgust
tilub,/tiʎub/,nin.,box; crate
tin,/tin/,prep.,by (agent performing an action)
tionbi,/tionbi/,nan.,saint
tirnabksi,/tiɾnabksi/,nin.,click
tishuol,/tiʃuoʎ/,nin.,rank (military); rank (position)
tisizrid,/tisiθɾid/ [tisiθɯid],nin.,university
tissiuk,/tissiuk/ [tiʃiuk],v.,reconcile
titebsot,/titebsot/,v.,manage
tizuk,/tiθuk/,adj.,smooth; stable; steady
tizuz,/tiθuθ/ [tiθus],num.,ten
tizuz ksuksovi,/tiθuθ ksuksovi/ [tiθus ksuksovi],nin.,decade
to,/to/,v.,live; survive; withstand
to,/to/,nin.,life (living organism)
toashlon,/toaʃʎon/,nin.,grave
toashlonui,/toaʃʎonuɟ/,nin.,graveyard
tobid,/tobid/,nin.,experiment
tobim,/tobim/,interj.,no
toesbim,/toesbim/,v.,pinch
toi,/toɟ/,nin.,week
töir,/toiɾ/,nin.,summer
toksijes,/toksiɟes/,nan.,mosquito
tol,/toʎ/,nin.,car
tolemap,/toʎemap/,v.,throw; toss; hurl; fling
tolsho,/toʎʃo/,v.,add; combine; inject; implant; embed
tom,/tom/,nin.,lip
tom desus,/tom desus/,nin.,lipstick
tomlub,/tomʎub/,nin.,history; past
tonpub,/tonpub/,adj.,tough; robust
tonul,/tonuʎ/,adj.,bright
toop,/toop/ [toːp],nin.,pot; bucket
toovhc'o,/tooɸʧo/ [toːɸʧo],v.,finish; complete; expire
toovhc'o,/tooɸʧo/ [toːɸʧo],nin.,end
toovhc'os,/tooɸʧos/ [toːɸʧos],adj.,final
toovhc'osu,/tooɸʧosu/ [toːɸʧosu],adv.,finally
tore,/toɾe/,num.,seven
toshem,/toʃem/,v.,wave (salutation)
totav,/totav/,nin.,suitcase; baggage
tovhluar,/toɸʎuaɾ/,nin.,battle; clash
towez,/toweθ/ [towes],nin.,glory; honor; pride
towezo,/toweθo/,adj.,proud
toz,/toθ/ [tos],det.,from the; from a
trai,/tɾai/ [tɯai],num.,thirty
tub,/tub/,nin.,wallet
tubushel,/tubuʃeʎ/,nin.,half
tubve,/tubve/,nin.,guilt; sin
tudobksu,/tudobksu/,v.,exercise; practice; train
tuksa,/tuksa/,v.,should
tulib,/tuʎib/,nin.,limb; branch (tree part)
tuos,/tuos/,nin.,wheel
tur,/tuɾ/,v.,suck; inhale
tusar,/tusaɾ/,nin.,religion
tuseb,/tuseb/,nin.,core; nucleus
tuvham,/tuɸam/,v.,fix; mend; repair; heal
tuvhoshtem,/tuɸoʃtem/,adj.,special
tuvhoshtemu,/tuɸoʃtemu/,adv.,especially
tuzal,/tuθaʎ/,v.,spin; swirl
tuzi,/tuθi/,nin.,clue
tuzu,/tuθu/,nin.,circle; ring
ub,/ub/,v.,cover; protect; muffle
uban,/uban/,nin.,protection
ubc'e,/ubʧe/,pron.,one
ubdet,/ubdet/,v.,trust; rely on
ubdi,/ubdi/,v.,mix; blend; merge
ubirte,/ubiɾte/,v.,suspect
ubirtes,/ubiɾtes/,adj.,suspicious
ublen,/ubʎen/,v.,close; shut
ubnoz,/ubnoθ/ [ubnos],nin.,lime
uborzes,/uboɾθes/,adj.,automatic
ubsorksu,/ubsoɾksu/,nan.,nephew
uc'atot,/uʧatot/,v.,migrate
uc'ipc'u,/uʧipʧu/,v.,kick
uch,/uʧ/,v.,graduate
uchgika,/uʧɣika/,nin.,electricity
uchtoai,/uʧtoaɟ/,adv.,less
uchvhez,/uʧɸeθ/ [uʧɸes],v.,blow
uchvungod,/uʧvunɣod/,nin.,state (province; country)
udad,/udad/,adv.,tomorrow
uded,/uded/,nan.,uncle
udeh,/udeh/ [ude],num.,million
udidkso,/udidkso/,adj.,previous
udidksoi,/udidksoɟ/,adv.,previously
udjiar,/udɟiaɾ/,nin.,card
udmid,/udmid/,v.,starve
udniru,/udniɾu/,adj.,popular
udnod,/udnod/,nin.,research
udnoda,/udnoda/,v.,research
udnu,/udnu/,nan.,ancestor; forefather
udoz,/udoθ/ [udos],adj.,cruel
udshum,/udʃum/,v.,reinforce; supplement
ug,/uɣ/,nin.,race (competition)
ug,/uɣ/,part.,undefined
ugar,/uɣaɾ/,adv.,nevertheless; regardless; even though
ugavhvhi,/uɣaɸɸi/,adj.,same
ugavhvhi viksuksovh,/uɣaɸɸi viksuksoɸ/,nin.,homosexual
ugnoblo,/uɣnobʎo/,nin.,base; ground
ugshi,/uɣʃi/,nin.,force
ugshola,/uɣʃoʎa/,nin.,broom
uhechva,/uheʧva/,v.,adopt
uhpakso,/uhpakso/ [upakso],v.,roam
ui,/uɟ/,adv.,not
uiksi,/uɟksi/,nan.,horse
uiksiui,/uɟksiuɟ/,nin.,stable
uiksu,/uɟksu/,nin.,limit
uilun,/uɟʎun/,nin.,life (lifetime); life (soul)
uine,/uɟne/,nan.,supervisor
uishu,/uɟʃu/,nin.,note
uishu shurgo,/uɟʃu ʃuɾɣo/,nin.,notebook
uitil,/uɟtiʎ/,v.,write
uivhe,/uɟɸe/,nin.,priority
uje,/uɟe/,conj.,but
ujilro,/uɟiʎɾo/ [uɟiʎɯo],nin.,waist
ujuvjob,/uɟuvɟob/,nin.,station (railroad; bus)
uk,/uk/,nan.,giant
ukamur,/ukamuɾ/,adv.,somewhat; fairly; pretty; quite
ukas,/ukas/,adj.,alone
ukebsu,/ukebsu/,adj.,civilized
ukebsuob,/ukebsuob/,nin.,civilization
ukset,/ukset/,v.,abandon; desert
uksogu,/uksoɣu/,nin.,scope; extent
ukushne,/ukuʃne/,nin.,allergy
ul,/uʎ/,v.,want; require; lack; prefer
ulanza,/uʎanθa/,nin.,bunker
ulbule,/uʎbuʎe/,nin.,puzzle
ulc'a,/uʎʧa/,nin.,ring
ulc'ur,/uʎʧuɾ/,v.,wake; wake up; get up
ulgo,/uʎɣo/,nin.,lounge; couch; sofa
ulin,/uʎin/,v.,relate; correlate
ulino,/uʎino/,nin.,relationship
ulir,/uʎiɾ/,nin.,herd; flock
ulkadbes,/uʎkadbes/,nin.,capital (city)
ulkonvon,/uʎkonvon/,v.,swallow; absorb
ulkonvon,/uʎkonvon/,nin.,throat
ulkso,/uʎkso/,adj.,tall
ulojur,/uʎoɟuɾ/,v.,rub; stroke; wipe
ulti,/uʎti/,v.,drain; divert
ulva,/uʎva/,nin.,luggage; baggage
ulvit,/uʎvit/,nin.,stripe
ulzos,/uʎθos/,adv.,that
um,/um/,adv.,now
um,/um/,part.,undefined
umdiku,/umdiku/,v.,smash; shatter
umegve,/umeɣve/,nin.,counter (flat; elevated surface)
umerev,/umeɾev/ [umeɾeɸ],nin.,pile; heap
umib,/umib/,nin.,couple
umje,/umɟe/,v.,talk; speak
umkollab,/umkoʎʎab/ [umkoʎab],nin.,prototype
umksa,/umksa/,adj.,specific; definite; particular
umksu,/umksu/,v.,volunteer; enlist
umksudil,/umksudiʎ/,v.,focus
umos,/umos/,v.,detect
un,/un/,v.,burn; cook (heat food); ignite; light
unirzos,/uniɾθos/,adj.,last (only remaining)
univ,/univ/,v.,complete; achieve; accomplish
unksiup,/unksiup/,adj.,available
unle,/unʎe/,v.,hate; resent
unle,/unʎe/,nin.,hate
unsur,/unsuɾ/,adj.,antique
unuvan,/unuvan/,nin.,legend; myth
unvevhpaz,/unveɸpaθ/ [unveɸpas],nin.,candle
unvit,/unvit/,nin.,knife
up,/up/,v.,work (have desired result); carry out
upeg,/upeɣ/,v.,remark
upepul,/upepuʎ/,nin.,winter
upnob,/upnob/,v.,fade
upsutab,/upsutab/,v.,probe
upum,/upum/,nin.,temper
uputti,/uputti/ [uputi],adj.,different; other; distinct; various
uputtiob,/uputtiob/ [uputiob],nin.,difference
upvoksi,/upvoksi/,nan.,father
ur,/uɾ/,prep.,with (using)
urdi,/uɾdi/,nin.,pan; saucepan
urja,/uɾɟa/,nin.,glasses
urmuam,/uɾmuam/,prep.,without
ursaz,/uɾsaθ/ [uɾsas],v.,hear
ursazan,/uɾsaθan/,nin.,hearing
urshozkso,/uɾʃoθkso/,nan.,squirrel
urvhusjel,/uɾɸusɟeʎ/,nin.,fatigue
urvosmu,/uɾvosmu/,nin.,community
us,/us/,nin.,rule (law; regulation)
usgozip,/usɣoθip/,v.,open
usgozipo,/usɣoθipo/,nin.,opening
ush,/uʃ/,nan.,lizard
ushidol,/uʃidoʎ/,v.,prevent; intercept
ushmur,/uʃmuɾ/,nin.,sea; ocean
ushmur vhon,/uʃmuɾ ɸon/,nin.,beach
ushto,/uʃto/,v.,support
ushto,/uʃto/,nin.,support
ushus,/uʃus/,adj.,deep; serious
ushvho,/uʃɸo/,v.,retrieve; bring back; fetch
usisvha,/usisɸa/,v.,brag
uskem,/uskem/,v.,promote; advocate
usksorib,/usksoɾib/,nin.,zoo
usmiksu,/usmiksu/,v.,hug
usog,/usoɣ/,nin.,cake
usuldot,/usuʎdot/,v.,reproduce
usveov,/usveov/ [usveoɸ],nin.,archive
ut,/ut/,nin.,drug; medicine
utad,/utad/,v.,jump; bounce
utag,/utaɣ/,v.,cook (heat food); cook (prepare food)
utc'u,/utʧu/,nin.,chain
uted,/uted/,nan.,beetle
utei,/uteɟ/,nin.,lever; pedal
utgil,/utɣiʎ/,nin.,memoir
utlozeh,/utʎoθeh/ [utʎoθe],nin.,instrument
utlutol,/utʎutoʎ/,nan.,champion
utorc'i,/utoɾʧi/,v.,hang out
utro,/utɾo/ [utɯo],nin.,sheep
utro c'umub,/utɾo ʧumub/ [utɯo ʧumub],nin.,wool
utsaei,/utsaeɟ/,nin.,darling
uttul,/uttuʎ/ [utuʎ],adj.,important; main; significant; premier
utui,/utuɟ/,nan.,drugstore
utzerti,/utθeɾti/,v.,wander
uv,/uv/ [uɸ],v.,claim; allege; accuse
uvhgurer,/uɸɣuɾeɾ/,nin.,strength; leverage
uvhishkez,/uɸiʃkeθ/ [uɸiʃkes],nin.,wave (ocean); surge
uvhiv,/uɸiv/,nin.,habit
uvhnijav,/uɸniɟav/,adj.,vibrant
uvhvhatkso,/uɸɸatkso/,nin.,mast
uvik,/uvik/,adj.,round
uvjubra,/uvɟubɾa/ [uvɟubɯa],nin.,fabric; textile
uvkse,/uvkse/,nan.,enemy; villain; rebel; guerrilla
uvkul,/uvkuʎ/,nan.,patient; victim
uvoi,/uvoɟ/,v.,skip; hop
uvoskso,/uvoskso/,nin.,widow
uvsub,/uvsub/,adj.,absent
uvsubob,/uvsubob/,nin.,absence
uvto,/uvto/,nin.,trail
uvvhezii,/uvɸeθiɟ/,v.,defy; confront
uvzuvhkso,/uvθuɸkso/,v.,dispose
uz,/uθ/ [us],nin.,home
uzc'u,/uθʧu/ [uʃu],v.,enrich
uzem,/uθem/,v.,bloom; blossom; flourish; sprout
uzezosh,/uθeθoʃ/,nin.,tie
uzgenob,/uθɣenob/,v.,rape
uzibkso,/uθibkso/,v.,cut; shave
uzibkso,/uθibkso/,nin.,cut
uzrigus,/uθɾiɣus/ [uθɯiɣus],nin.,acid
uzul,/uθuʎ/,part.,undefined
uzzi,/uθθi/,nin.,pond; pool
va,/va/,adv.,however
vabev,/vabev/,v.,sweep
vac'ozne,/vaʧoθne/,nin.,size; amount; quantity; capacity
vadalvo,/vadaʎvo/,adj.,vicious
vai,/vaɟ/,v.,sentence; punish
vaip,/vaip/,v.,follow
vaksa,/vaksa/,adj.,angry; mad
vaksaob,/vaksaob/,nin.,anger
vaksi,/vaksi/,nin.,toy
val,/vaʎ/,v.,evacuate
valaisa,/vaʎaɟsa/,adj.,deaf
vam,/vam/,nin.,bullet
vamksi,/vamksi/,adj.,shy
vaol,/vaoʎ/,v.,tear; rip
varjokso,/vaɾɟokso/,v.,search; look up; explore; investigate; scan; hunt; seek; interrogate; audit
vasshoksa,/vasʃoksa/,nin.,wound; trauma
vasupi,/vasupi/,nin.,dignity
vatbo,/vatbo/,nin.,hoof
vavho,/vaɸo/,nin.,belt; strap
vaz,/vaθ/ [vas],nin.,oasis
vaz,/vaθ/ [vas],part.,may; might
ve,/ve/,prep.,from
ve,/ve/,det.,my
veahpii,/veahpiɟ/ [veapiɟ],nin.,cell (room in a prison); compartment
veb,/veb/,prep.,throughout
vebiksu,/vebiksu/,nin.,lettuce
vec'ovhom,/veʧoɸom/,v.,care
vec'ovhom,/veʧoɸom/,nin.,care
vec'ovhoma,/veʧoɸoma/,adj.,careful
ved,/ved/,nin.,fossil
vejoz,/veɟoθ/ [veɟos],nin.,coincidence
vejus,/veɟus/,nin.,hair (of head); hair (of body)
veksu,/veksu/,nin.,story; fable; plot; narrative; literature
vemaup,/vemaup/,v.,intervene
vemaupan,/vemaupan/,nin.,intervention
vemii,/vemiɟ/,nin.,brush; brush (for hair)
vemrum,/vemɾum/ [vemɯum],v.,hide
vemu,/vemu/,v.,humiliate
ven,/ven/,nin.,lyrics
venovpib,/venovpib/,nan.,loser
ver,/veɾ/,det.,his; her; its
verzomkse,/veɾθomkse/,nin.,luxury
ves,/ves/,adj.,local
ves,/ves/,det.,your
vevhkirun,/veɸkiɾun/,nin.,brothel
vevhkse,/veɸkse/,nin.,bank; stock; fund; arsenal
vevhniteg,/veɸniteɣ/,prep.,by (author or creator)
vevho,/veɸo/,nin.,reason; logic
vevhovh,/veɸoɸ/,adj.,reasonable
vevhovjui,/veɸovɟuɟ/,nin.,ball; bullet
vez,/veθ/ [ves],v.,hang
vez,/veθ/ [ves],det.,the; some
vezna,/veθna/,v.,improve; refine
vha,/ɸa/,adj.,large; huge
vhaal,/ɸaaʎ/ [ɸaːʎ],v.,duck
vhaded,/ɸaded/,adj.,raw
vhadgeksi,/ɸadɣeksi/,adj.,new
vhadud,/ɸadud/,nin.,integrity
vhaikse,/ɸaɟkse/,nin.,bedroom
vhajuk,/ɸaɟuk/,nin.,fiber
vhal,/ɸaʎ/,v.,excite
vhalan,/ɸaʎan/,nin.,excitement
vhalib,/ɸaʎib/,nin.,grease
vhanic'el,/ɸaniʧeʎ/,conj.,where
vhanksa,/ɸanksa/,adj.,obscure
vhanod,/ɸanod/,nin.,bra
vhanzevhsur,/ɸanθeɸsuɾ/,prep.,except; besides
vhapei,/ɸapeɟ/,nin.,suburb
vhatazan,/ɸataθan/,adj.,gradual
vhaugab,/ɸauɣab/,nin.,whisker
vhauhvhed,/ɸauhɸed/ [ɸauɸed],nin.,bracket
vhawu,/ɸawu/,nin.,bow (weapon)
vhe,/ɸe/,nin.,chance; odds; fluke
vhe,/ɸe/,det.,our
vheag,/ɸeaɣ/,adj.,elite
vhearksi,/ɸeaɾksi/,nin.,earring
vheb,/ɸeb/,v.,connect; attach; bond
vhebapoch,/ɸebapoʧ/,nan.,angel
vhebvhelir,/ɸebɸeʎiɾ/,nin.,arrow (weapon)
vheevhem,/ɸeeɸem/,nin.,clause
vhegom,/ɸeɣom/,nin.,bunch; bundle
vheha,/ɸeha/,v.,restrain; inhibit
vhëirpa,/ɸeiɾpa/,adj.,major
vheksuil,/ɸeksuiʎ/,nin.,point; position (location)
vhel,/ɸeʎ/,prep.,of
vhemdobksu,/ɸemdobksu/,conj.,when; while
vhemur,/ɸemuɾ/,adj.,busy
vhen,/ɸen/,nin.,film
vhene,/ɸene/,v.,envision
vhenëil,/ɸeneiʎ/ [ɸeneːʎ],v.,rock (move back and forth)
vher,/ɸeɾ/,nin.,hammer
vher,/ɸeɾ/,det.,their
vhereb,/ɸeɾeb/,num.,thousand
vhes,/ɸes/,nin.,gallery (art)
vhes,/ɸes/,det.,your (pl)
vheshe,/ɸeʃe/,v.,allocate
vheskse,/ɸeskse/,v.,plant; bury; embed
vhetoop,/ɸetoop/ [ɸetoːp],nin.,cauldron
vhevhun,/ɸeɸun/,nin.,organ
vhewer,/ɸeweɾ/,nan.,hag (old woman)
vhezsagin,/ɸeθsaɣin/,adv.,nowhere
vhezupkse,/ɸeθupkse/,v.,consolidate
vhi,/ɸi/,nan.,priest
vhi,/ɸi/,part.,undefined
vhiasip,/ɸiasip/,nin.,strategy (plan)
vhib,/ɸib/,nin.,seed; grain
vhigabub,/ɸiɣabub/,v.,multiply; expand
vhiget,/ɸiɣet/,nin.,awe
vhihi,/ɸihi/,nan.,idiot; fool
vhiishimesh,/ɸiɟʃimeʃ/,v.,smuggle
vhiitlo,/ɸiitʎo/,adj.,blank
vhijovush,/ɸiɟovuʃ/,v.,sell
vhijovush,/ɸiɟovuʃ/,nin.,sale
vhikso,/ɸikso/,nin.,bag; packet
vhil,/ɸiʎ/,prep.,under; below
vhilmi,/ɸiʎmi/,nin.,symbol
vhim,/ɸim/,nan.,witness
vhinkur,/ɸinkuɾ/,nin.,whip
vhioshkso,/ɸioʃkso/,v.,sweat
vhitashesh,/ɸitaʃeʃ/,nin.,sequence; order
vhitashesha,/ɸitaʃeʃa/,v.,order
vhitc'ahoz,/ɸitʧahoθ/ [ɸitʧahos],nin.,cement
vhitvem,/ɸitvem/,nan.,family (children and parents); family (related by blood)
vhivalal,/ɸivaʎaʎ/,nin.,gossip
vhivhmu,/ɸiɸmu/,nin.,object
vhivi,/ɸivi/,nin.,process; procedure
vho,/ɸo/,v.,decide
vhoan,/ɸoan/,nin.,decision
vhobje,/ɸobɟe/,adj.,neat
vhode,/ɸode/,v.,be (exist); be (permanent state)
vhodjiken,/ɸodɟiken/,adj.,old
vhodjiken ipuk,/ɸodɟiken ipuk/,nin.,junk
vhoeb,/ɸoeb/,adj.,awesome
vhoer,/ɸoeɾ/,v.,may
vhojavhzui,/ɸoɟaɸθuɟ/,v.,found
vhol,/ɸoʎ/,nan.,civilian
vholad,/ɸoʎad/,nin.,plan; tactic
vholad,/ɸoʎad/,v.,plan
vholonji,/ɸoʎonɟi/,nin.,laundry
vhon,/ɸon/,nin.,shore
vhonebo,/ɸonebo/,v.,whisper
vhoom,/ɸoom/ [ɸoːm],nan.,louse
vhoopdi,/ɸoopdi/ [ɸoːpdi],adj.,rugged
vhoor,/ɸooɾ/ [ɸoːɾ],v.,sort; arrange
vhor,/ɸoɾ/,adj.,selfish
vhorob,/ɸoɾob/,nin.,cheek
vhot,/ɸot/,adj.,former
vhotkad,/ɸotkad/,v.,pose
vhour,/ɸouɾ/,adj.,solid
vhovhez,/ɸoɸeθ/ [ɸoɸes],v.,bribe
vhozsonta,/ɸoθsonta/,adj.,dry; sober
vhozsonta avhense,/ɸoθsonta aɸense/,nin.,drought
vhuai,/ɸuaɟ/,nin.,mural
vhuav,/ɸuav/,nin.,route
vhub,/ɸub/,v.,tempt
vhuda,/ɸuda/,nin.,kit
vhudbe,/ɸudbe/,nin.,side
vhudmasho,/ɸudmaʃo/,v.,edit
vhugin,/ɸuɣin/,v.,fold
vhujeuk,/ɸuɟeuk/,nin.,song; music
vhujeuka,/ɸuɟeuka/,v.,sing
vhujiksa,/ɸuɟiksa/,adj.,sorry
vhuksu,/ɸuksu/,v.,impose; demand
vhul,/ɸuʎ/,nin.,dress; costume
vhum,/ɸum/,v.,charge
vhumeg,/ɸumeɣ/,v.,vibrate; rattle; shiver
vhuni,/ɸuni/,conj.,so
vhunrisa,/ɸunɾisa/ [ɸunɯisa],nin.,present; gift
vhuorshii,/ɸuoɾʃiɟ/,nin.,hierarchy
vhusa,/ɸusa/,nin.,peach
vhusash,/ɸusaʃ/,conj.,either
vhuselksu,/ɸuseʎksu/,adj.,thick; dense
vhut,/ɸut/,nin.,bait
vhutgil,/ɸutɣiʎ/,adj.,able; capable; competent
vhutgilob,/ɸutɣiʎob/,nin.,ability
vhuun,/ɸuun/ [ɸuːn],v.,spank; smack
vhuvhiwa,/ɸuɸiwa/,v.,foster
vi,/vi/,det.,whose
vibam,/vibam/,nin.,circus
vibevhvho,/vibeɸɸo/,nan.,king
vibevhvho ivhushii,/vibeɸɸo iɸuʃiɟ/,nan.,prince
vibsikse,/vibsikse/,nin.,gender
vibtes,/vibtes/,nin.,lace
vide,/vide/,adj.,cheap
vidi,/vidi/,v.,test; analyze
vidian,/vidian/,nin.,test
vii,/viɟ/,nin.,pottery
viiki,/viɟki/,nin.,pick
viirksi,/viiɾksi/,nan.,dog
viirksiem,/viiɾksiem/,nan.,puppy
viitvat,/viitvat/,nin.,counsel
viksu,/viksu/,nin.,temperature
viksukso,/viksukso/,nin.,sex
viksukso c'umub,/viksukso ʧumub/,nin.,pubic hair
viksukso gu,/viksukso ɣu/,v.,have sex
viksuksovh,/viksuksoɸ/,adj.,sexual
vin,/vin/,nin.,country (rural area)
vis,/vis/,nan.,girl
visad,/visad/,nin.,therapy
visamnot,/visamnot/,nin.,skin; crust; leather
visovhe,/visoɸe/,nan.,vampire
vita,/vita/,v.,clip; snip; trim
vitksuzoi,/vitksuθoɟ/,nin.,cabinet; drawer
vitvarlim,/vitvaɾʎim/,nin.,acronym
vivano,/vivano/,nin.,flood
vivhum,/viɸum/,nin.,pain; agony
vivhumo,/viɸumo/,adj.,painful
vivo,/vivo/,adj.,moral
viz,/viθ/ [vis],adv.,there
vo,/vo/,nin.,impulse
voach,/voaʧ/,nan.,mouse; rat
vob,/vob/,v.,relieve; excuse
vobanju,/vobanɟu/,v.,compromise
vod,/vod/,nin.,second (time)
vöin,/voin/ [viːn],nin.,icon
vojos,/voɟos/,v.,stamp; press
vojos,/voɟos/,nin.,stamp
vojos ulojur,/voɟos uʎoɟuɾ/,v.,massage
vol,/voʎ/,nan.,human
vome,/vome/,v.,compose
vomo,/vomo/,nan.,bat (winged mammal)
vonksu,/vonksu/,v.,alert
vopu,/vopu/,nan.,mother
vos,/vos/,nin.,draft
vot,/vot/,v.,assault
votusni,/votusni/,nin.,scarf
vouk,/vouk/,nin.,kitchen; cuisine
vovhla,/voɸʎa/,nin.,disaster
vozgukso,/voθɣukso/,v.,insure; assure; guarantee; secure; vow
vozguksod,/voθɣuksod/,nin.,insurance
vozjiich,/voθɟiiʧ/,v.,contaminate
vu,/vu/,interj.,yes
vuar,/vuaɾ/,v.,wrestle
vub,/vub/,nin.,market; mall
vuderai,/vudeɾaɟ/,v.,win
vuderajan,/vudeɾaɟan/,nan.,victory
vuib,/vuib/,nin.,rail
vuipotje,/vuɟpotɟe/,nin.,blade; razor
vuri,/vuɾi/,adj.,real; authentic
vurzaen,/vuɾθaen/,adj.,rude; crude; vulgar
vushe,/vuʃe/,nin.,match (for fire)
vushu,/vuʃu/,nin.,science
vuta,/vuta/,nin.,spa (mineral spring)
vutola,/vutoʎa/,v.,replace
vuuh,/vuuh/ [vuː],adv.,very; really; pretty
vuur,/vuuɾ/ [vuːɾ],nin.,sanctuary
vuvhshaz,/vuɸʃaθ/ [vuɸʃas],v.,pierce
vuvinzo,/vuvinθo/,nin.,tribute
wa,/wa/,part.,undefined
wagi / gadi,/waɣi / ɣadi/,pron.,theirs
wagus / gadu,/waɣus / ɣadu/,pron.,it; its
wajan,/waɟan/,nin.,wing
